"listingId","field","errorDetails"
"e7c21ab5-4d20-4aae-9985-23f684772337","ownerEmailAddress","Validation failed for field 'ownerEmailAddress' with value: 'policiesATmac.com': helyes formátumú e-mail címnek kell lennie; "
